participant_id,zone,zone_title,pod_id,pod_size,function,industry,ai_maturity,primary_next_activity,networking_opt_in,pod_common_ground,pod_complementarity,pod_useful_diversity,pod_session_continuity,pod_friction,pod_total_score,pod_rationale,pod_starter
50,B,Trust x Autonomy,B5,10,Technology/Data,Technology,1,Future of Operations,True,0.442,0.507,0.575,1.0,0.0,2.035,"Este grupo compartilha interesse em arquitetura de dados e modelos e agentes autonomos. Ao mesmo tempo, reune 3 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.","Comecem por aqui: arquitetura de dados e modelos e agentes autonomos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
109,B,Trust x Autonomy,B5,10,Technology/Data,Industrial/Manufacturing,1,Future of Operations,True,0.442,0.507,0.575,1.0,0.0,2.035,"Este grupo compartilha interesse em arquitetura de dados e modelos e agentes autonomos. Ao mesmo tempo, reune 3 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.","Comecem por aqui: arquitetura de dados e modelos e agentes autonomos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
156,B,Trust x Autonomy,B5,10,Technology/Data,Technology,2,Future of Operations,True,0.442,0.507,0.575,1.0,0.0,2.035,"Este grupo compartilha interesse em arquitetura de dados e modelos e agentes autonomos. Ao mesmo tempo, reune 3 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.","Comecem por aqui: arquitetura de dados e modelos e agentes autonomos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
116,B,Trust x Autonomy,B5,10,Technology/Data,Healthcare,1,Future of Operations,True,0.442,0.507,0.575,1.0,0.0,2.035,"Este grupo compartilha interesse em arquitetura de dados e modelos e agentes autonomos. Ao mesmo tempo, reune 3 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.","Comecem por aqui: arquitetura de dados e modelos e agentes autonomos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
38,B,Trust x Autonomy,B5,10,Technology/Data,Technology,2,Future of Operations,True,0.442,0.507,0.575,1.0,0.0,2.035,"Este grupo compartilha interesse em arquitetura de dados e modelos e agentes autonomos. Ao mesmo tempo, reune 3 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.","Comecem por aqui: arquitetura de dados e modelos e agentes autonomos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
186,B,Trust x Autonomy,B5,10,Technology/Data,Technology,1,Future of Operations,True,0.442,0.507,0.575,1.0,0.0,2.035,"Este grupo compartilha interesse em arquitetura de dados e modelos e agentes autonomos. Ao mesmo tempo, reune 3 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.","Comecem por aqui: arquitetura de dados e modelos e agentes autonomos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
202,B,Trust x Autonomy,B5,10,Technology/Data,Healthcare,1,Future of Operations,True,0.442,0.507,0.575,1.0,0.0,2.035,"Este grupo compartilha interesse em arquitetura de dados e modelos e agentes autonomos. Ao mesmo tempo, reune 3 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.","Comecem por aqui: arquitetura de dados e modelos e agentes autonomos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
166,B,Trust x Autonomy,B5,10,Technology/Data,Healthcare,1,Future of Operations,True,0.442,0.507,0.575,1.0,0.0,2.035,"Este grupo compartilha interesse em arquitetura de dados e modelos e agentes autonomos. Ao mesmo tempo, reune 3 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.","Comecem por aqui: arquitetura de dados e modelos e agentes autonomos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
102,B,Trust x Autonomy,B5,10,Risk/Legal,Professional Services,1,Future of Operations,True,0.442,0.507,0.575,1.0,0.0,2.035,"Este grupo compartilha interesse em arquitetura de dados e modelos e agentes autonomos. Ao mesmo tempo, reune 3 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.","Comecem por aqui: arquitetura de dados e modelos e agentes autonomos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
3,B,Trust x Autonomy,B6,14,People/HR,Consumer/Retail,0,Reinvention of Commerce,True,0.405,0.559,0.588,1.0,0.123,1.923,"Este grupo compartilha interesse em agentes autonomos e crescimento comercial. Ao mesmo tempo, reune 6 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e crescimento comercial. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
144,B,Trust x Autonomy,B6,14,Marketing/Sales,Financial Services,2,Reinvention of Commerce,True,0.405,0.559,0.588,1.0,0.123,1.923,"Este grupo compartilha interesse em agentes autonomos e crescimento comercial. Ao mesmo tempo, reune 6 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e crescimento comercial. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
98,B,Trust x Autonomy,B6,14,Strategy,Consumer/Retail,1,Reinvention of Commerce,True,0.405,0.559,0.588,1.0,0.123,1.923,"Este grupo compartilha interesse em agentes autonomos e crescimento comercial. Ao mesmo tempo, reune 6 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e crescimento comercial. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
27,B,Trust x Autonomy,B6,14,Finance,Consumer/Retail,2,Reinvention of Commerce,True,0.405,0.559,0.588,1.0,0.123,1.923,"Este grupo compartilha interesse em agentes autonomos e crescimento comercial. Ao mesmo tempo, reune 6 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e crescimento comercial. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
54,B,Trust x Autonomy,B6,14,Technology/Data,Industrial/Manufacturing,1,Reinvention of Commerce,True,0.405,0.559,0.588,1.0,0.123,1.923,"Este grupo compartilha interesse em agentes autonomos e crescimento comercial. Ao mesmo tempo, reune 6 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e crescimento comercial. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
93,B,Trust x Autonomy,B6,14,Risk/Legal,Consumer/Retail,1,Reinvention of Commerce,True,0.405,0.559,0.588,1.0,0.123,1.923,"Este grupo compartilha interesse em agentes autonomos e crescimento comercial. Ao mesmo tempo, reune 6 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e crescimento comercial. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
199,B,Trust x Autonomy,B6,14,Marketing/Sales,Consumer/Retail,2,Reinvention of Commerce,True,0.405,0.559,0.588,1.0,0.123,1.923,"Este grupo compartilha interesse em agentes autonomos e crescimento comercial. Ao mesmo tempo, reune 6 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e crescimento comercial. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
15,B,Trust x Autonomy,B6,14,Strategy,Consumer/Retail,1,Reinvention of Commerce,True,0.405,0.559,0.588,1.0,0.123,1.923,"Este grupo compartilha interesse em agentes autonomos e crescimento comercial. Ao mesmo tempo, reune 6 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e crescimento comercial. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
21,B,Trust x Autonomy,B6,14,Finance,Consumer/Retail,0,Reinvention of Commerce,True,0.405,0.559,0.588,1.0,0.123,1.923,"Este grupo compartilha interesse em agentes autonomos e crescimento comercial. Ao mesmo tempo, reune 6 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e crescimento comercial. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
139,B,Trust x Autonomy,B6,14,Technology/Data,Consumer/Retail,1,Reinvention of Commerce,True,0.405,0.559,0.588,1.0,0.123,1.923,"Este grupo compartilha interesse em agentes autonomos e crescimento comercial. Ao mesmo tempo, reune 6 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e crescimento comercial. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
7,B,Trust x Autonomy,B6,14,Marketing/Sales,Technology,1,Reinvention of Commerce,True,0.405,0.559,0.588,1.0,0.123,1.923,"Este grupo compartilha interesse em agentes autonomos e crescimento comercial. Ao mesmo tempo, reune 6 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e crescimento comercial. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
78,B,Trust x Autonomy,B6,14,Strategy,Industrial/Manufacturing,1,Reinvention of Commerce,True,0.405,0.559,0.588,1.0,0.123,1.923,"Este grupo compartilha interesse em agentes autonomos e crescimento comercial. Ao mesmo tempo, reune 6 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e crescimento comercial. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
94,B,Trust x Autonomy,B6,14,Marketing/Sales,Technology,1,Reinvention of Commerce,True,0.405,0.559,0.588,1.0,0.123,1.923,"Este grupo compartilha interesse em agentes autonomos e crescimento comercial. Ao mesmo tempo, reune 6 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e crescimento comercial. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
173,B,Trust x Autonomy,B6,14,Marketing/Sales,Technology,1,Reinvention of Commerce,True,0.405,0.559,0.588,1.0,0.123,1.923,"Este grupo compartilha interesse em agentes autonomos e crescimento comercial. Ao mesmo tempo, reune 6 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e crescimento comercial. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
11,C,The New Operating Model,C1,12,Technology/Data,Industrial/Manufacturing,2,Future of Operations,True,0.437,0.701,0.735,1.0,0.0,2.265,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
58,C,The New Operating Model,C1,12,Operations,Industrial/Manufacturing,1,Future of Operations,True,0.437,0.701,0.735,1.0,0.0,2.265,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
80,C,The New Operating Model,C1,12,Technology/Data,Energy,1,Future of Operations,True,0.437,0.701,0.735,1.0,0.0,2.265,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
141,C,The New Operating Model,C1,12,Operations,Financial Services,1,Future of Operations,True,0.437,0.701,0.735,1.0,0.0,2.265,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
188,C,The New Operating Model,C1,12,Operations,Energy,2,Future of Operations,True,0.437,0.701,0.735,1.0,0.0,2.265,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
162,C,The New Operating Model,C1,12,Marketing/Sales,Professional Services,0,Future of Operations,True,0.437,0.701,0.735,1.0,0.0,2.265,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
203,C,The New Operating Model,C1,12,Operations,Industrial/Manufacturing,2,Future of Operations,True,0.437,0.701,0.735,1.0,0.0,2.265,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
39,C,The New Operating Model,C1,12,Operations,Industrial/Manufacturing,1,Future of Operations,True,0.437,0.701,0.735,1.0,0.0,2.265,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
42,C,The New Operating Model,C1,12,Operations,Healthcare,1,Future of Operations,True,0.437,0.701,0.735,1.0,0.0,2.265,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
26,C,The New Operating Model,C1,12,Risk/Legal,Energy,1,Future of Operations,True,0.437,0.701,0.735,1.0,0.0,2.265,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
85,C,The New Operating Model,C1,12,Strategy,Industrial/Manufacturing,1,Future of Operations,True,0.437,0.701,0.735,1.0,0.0,2.265,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
69,C,The New Operating Model,C1,12,Strategy,Energy,0,Future of Operations,True,0.437,0.701,0.735,1.0,0.0,2.265,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
174,C,The New Operating Model,C2,12,Risk/Legal,Energy,0,Future of Operations,True,0.423,0.623,0.644,1.0,0.0,2.144,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
49,C,The New Operating Model,C2,12,Operations,Industrial/Manufacturing,1,Future of Operations,True,0.423,0.623,0.644,1.0,0.0,2.144,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
64,C,The New Operating Model,C2,12,Operations,Industrial/Manufacturing,1,Future of Operations,True,0.423,0.623,0.644,1.0,0.0,2.144,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
89,C,The New Operating Model,C2,12,Risk/Legal,Industrial/Manufacturing,0,Future of Operations,True,0.423,0.623,0.644,1.0,0.0,2.144,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
75,C,The New Operating Model,C2,12,Operations,Industrial/Manufacturing,1,Future of Operations,True,0.423,0.623,0.644,1.0,0.0,2.144,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
190,C,The New Operating Model,C2,12,Other,Industrial/Manufacturing,1,Future of Operations,True,0.423,0.623,0.644,1.0,0.0,2.144,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
158,C,The New Operating Model,C2,12,Technology/Data,Industrial/Manufacturing,1,Future of Operations,True,0.423,0.623,0.644,1.0,0.0,2.144,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
19,C,The New Operating Model,C2,12,Technology/Data,Energy,2,Future of Operations,True,0.423,0.623,0.644,1.0,0.0,2.144,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
34,C,The New Operating Model,C2,12,Operations,Industrial/Manufacturing,1,Future of Operations,True,0.423,0.623,0.644,1.0,0.0,2.144,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
103,C,The New Operating Model,C2,12,Operations,Industrial/Manufacturing,1,Future of Operations,True,0.423,0.623,0.644,1.0,0.0,2.144,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
123,C,The New Operating Model,C2,12,Operations,Energy,1,Future of Operations,True,0.423,0.623,0.644,1.0,0.0,2.144,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
31,C,The New Operating Model,C2,12,Operations,Industrial/Manufacturing,2,Future of Operations,True,0.423,0.623,0.644,1.0,0.0,2.144,"Este grupo compartilha interesse em operacoes e cadeia de valor e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e arquitetura de dados e modelos. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
185,C,The New Operating Model,C3,11,Strategy,Professional Services,0,Future of Operations,True,0.292,0.548,0.58,1.0,0.013,1.907,"Este grupo compartilha interesse em operacoes e cadeia de valor e priorizacao estrategica. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e priorizacao estrategica. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
209,C,The New Operating Model,C3,11,Operations,Industrial/Manufacturing,1,Future of Operations,True,0.292,0.548,0.58,1.0,0.013,1.907,"Este grupo compartilha interesse em operacoes e cadeia de valor e priorizacao estrategica. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e priorizacao estrategica. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
147,C,The New Operating Model,C3,11,Strategy,Healthcare,2,Future of Operations,True,0.292,0.548,0.58,1.0,0.013,1.907,"Este grupo compartilha interesse em operacoes e cadeia de valor e priorizacao estrategica. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e priorizacao estrategica. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
195,C,The New Operating Model,C3,11,Marketing/Sales,Professional Services,0,Future of Operations,True,0.292,0.548,0.58,1.0,0.013,1.907,"Este grupo compartilha interesse em operacoes e cadeia de valor e priorizacao estrategica. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e priorizacao estrategica. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
113,C,The New Operating Model,C3,11,Operations,Industrial/Manufacturing,2,Future of Operations,True,0.292,0.548,0.58,1.0,0.013,1.907,"Este grupo compartilha interesse em operacoes e cadeia de valor e priorizacao estrategica. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.",Comecem por aqui: operacoes e cadeia de valor e priorizacao estrategica. Qual parte do time ou do fluxo de trabalho vai mudar primeiro com IA — e quem sente isso primeiro?
